
      	X(nS)     	Ch1(mV)      
 261  	15.2493   	134.462463  
 262  	15.3079   	135.109314  
 263  	15.3666   	134.965515  
 264  	15.4252   	134.821838  
 265  	15.4839   	134.606140  
 266  	15.5425   	134.031189  
 267  	15.6012   	133.671814  
 268  	15.6598   	133.384338  
 269  	15.7185   	133.024963  
 270  	15.7771   	133.168640  
 271  	15.8358   	133.312439  
 272  	15.8944   	132.953064  
 273  	15.9531   	132.162415  
 274  	16.0117   	131.731140  
 275  	16.0704   	132.881165  
 276  	16.1290   	132.162415  
 277  	16.1877   	132.378113  
 278  	16.2463   	133.456238  
 279  	16.3050   	133.528015  
 280  	16.3636   	133.528015  
 281  	16.4223   	133.743713  
 282  	16.4809   	133.959290  
 283  	16.5396   	134.246765  
 284  	16.5982   	134.318665  
 285  	16.6569   	134.103088  
 286  	16.7155   	133.528015  
 287  	16.7742   	134.103088  
 288  	16.8328   	133.671814  
 289  	16.8915   	134.678040  
 290  	16.9501   	134.606140  
 291  	17.0088   	134.174988  
 292  	17.0674   	134.031189  
 293  	17.1261   	133.815613  
 294  	17.1848   	134.318665  
 295  	17.2434   	134.031189  
 296  	17.3021   	134.390564  
 297  	17.3607   	134.606140  
 298  	17.4194   	135.037415  
 299  	17.4780   	135.684265  
 300  	17.5367   	135.756165  
 301  	17.5953   	136.331238  
 302  	17.6540   	136.043640  
 303  	17.7126   	135.181213  
 304  	17.7713   	134.534363  
 305  	17.8299   	134.390564  
 306  	17.8886   	134.965515  
 307  	17.9472   	134.031189  
 308  	18.0059   	134.462463  
 309  	18.0645   	134.174988  
 310  	18.1232   	133.312439  
 311  	18.1818   	133.024963  
 312  	18.2405   	133.312439  
 313  	18.2991   	133.024963  
 314  	18.3578   	133.168640  
 315  	18.4164   	134.318665  
 316  	18.4751   	134.246765  
 317  	18.5337   	132.809265  
 318  	18.5924   	132.449890  
 319  	18.6510   	130.868713  
 320  	18.7097   	131.156189  
 321  	18.7683   	130.078064  
 322  	18.8270   	130.221863  
 323  	18.8856   	131.228088  
 324  	18.9443   	129.790588  
 325  	19.0029   	128.712463  
 326  	19.0616   	127.921814  
 327  	19.1202   	127.418640  
 328  	19.1789   	125.621765  
 329  	19.2375   	124.687439  
 330  	19.2962   	124.256165  
 331  	19.3548   	123.393738  
