
      	X(nS)     	Ch1(mV)      
 193  	11.2610   	117.506645  
 194  	11.3196   	117.548759  
 195  	11.3783   	117.644226  
 196  	11.4370   	117.756523  
 197  	11.4956   	117.674622  
 198  	11.5543   	117.553764  
 199  	11.6129   	117.421318  
 200  	11.6716   	117.308403  
 201  	11.7302   	117.283142  
 202  	11.7889   	117.236023  
 203  	11.8475   	117.243835  
 204  	11.9062   	117.349419  
 205  	11.9648   	117.447685  
 206  	12.0235   	117.563896  
 207  	12.0821   	117.393242  
 208  	12.1408   	117.365173  
 209  	12.1994   	117.272514  
 210  	12.2581   	117.119690  
 211  	12.3167   	117.046204  
 212  	12.3754   	116.876640  
 213  	12.4340   	116.668266  
 214  	12.4927   	116.438652  
 215  	12.5513   	116.290344  
 216  	12.6100   	116.124199  
 217  	12.6686   	115.930473  
 218  	12.7273   	115.793510  
 219  	12.7859   	115.784966  
 220  	12.8446   	115.659233  
 221  	12.9032   	115.388603  
 222  	12.9619   	115.251030  
 223  	13.0205   	115.131401  
 224  	13.0792   	115.013977  
 225  	13.1378   	114.885437  
 226  	13.1965   	114.698547  
 227  	13.2551   	114.520439  
 228  	13.3138   	114.235771  
 229  	13.3724   	114.106621  
 230  	13.4311   	113.969543  
 231  	13.4897   	113.812309  
 232  	13.5484   	113.792778  
 233  	13.6070   	113.705139  
 234  	13.6657   	113.660217  
 235  	13.7243   	113.536186  
 236  	13.7830   	113.528252  
 237  	13.8416   	113.441711  
 238  	13.9003   	113.342949  
 239  	13.9589   	113.281799  
 240  	14.0176   	113.277283  
 241  	14.0762   	113.254822  
 242  	14.1349   	113.482239  
 243  	14.1935   	113.590630  
 244  	14.2522   	113.649475  
 245  	14.3109   	113.686577  
 246  	14.3695   	113.728081  
 247  	14.4282   	113.789368  
 248  	14.4868   	113.767998  
 249  	14.5455   	113.664116  
 250  	14.6041   	113.637756  
 251  	14.6628   	113.585510  
 252  	14.7214   	113.546814  
 253  	14.7801   	113.514221  
 254  	14.8387   	113.462585  
 255  	14.8974   	113.464172  
 256  	14.9560   	113.524353  
 257  	15.0147   	113.681572  
 258  	15.0733   	113.896538  
 259  	15.1320   	114.016174  
 260  	15.1906   	114.107231  
 261  	15.2493   	114.188530  
 262  	15.3079   	114.157776  
 263  	15.3666   	114.098686  
 264  	15.4252   	114.018486  
 265  	15.4839   	114.003845  
 266  	15.5425   	114.033630  
 267  	15.6012   	114.046570  
 268  	15.6598   	113.955627  
 269  	15.7185   	113.913383  
 270  	15.7771   	113.782646  
 271  	15.8358   	113.571472  
 272  	15.8944   	113.517639  
 273  	15.9531   	113.556335  
 274  	16.0117   	113.641174  
 275  	16.0704   	113.616997  
 276  	16.1290   	113.564270  
 277  	16.1877   	113.396782  
 278  	16.2463   	113.265434  
 279  	16.3050   	112.985901  
 280  	16.3636   	112.608459  
 281  	16.4223   	112.160950  
 282  	16.4809   	111.805473  
 283  	16.5396   	111.340630  
 284  	16.5982   	110.792542  
 285  	16.6569   	110.073174  
 286  	16.7155   	109.168022  
 287  	16.7742   	108.267883  
 288  	16.8328   	107.349182  
 289  	16.8915   	106.334045  
 290  	16.9501   	105.392883  
 291  	17.0088   	104.540581  
 292  	17.0674   	103.561211  
 293  	17.1261   	102.566711  
 294  	17.1848   	101.393127  
 295  	17.2434   	100.286430  
 296  	17.3021   	99.111633   
 297  	17.3607   	98.042053   
 298  	17.4194   	97.050842   
 299  	17.4780   	96.236633   
 300  	17.5367   	95.348442   
 301  	17.5953   	94.526299   
 302  	17.6540   	93.561584   
