
      	X(nS)     	Ch1(mV)      
 187  	10.9091   	-18.680725  
 188  	10.9677   	-18.709410  
 189  	11.0264   	-18.753723  
 190  	11.0850   	-18.741941  
 191  	11.1437   	-18.763306  
 192  	11.2023   	-18.776794  
 193  	11.2610   	-18.758789  
 194  	11.3196   	-18.784607  
 195  	11.3783   	-18.768921  
 196  	11.4370   	-18.736326  
 197  	11.4956   	-18.696472  
 198  	11.5543   	-18.677917  
 199  	11.6129   	-18.669495  
 200  	11.6716   	-18.624022  
 201  	11.7302   	-18.618408  
 202  	11.7889   	-18.561705  
 203  	11.8475   	-18.603821  
 204  	11.9062   	-18.597107  
 205  	11.9648   	-18.620667  
 206  	12.0235   	-18.588684  
 207  	12.0821   	-18.539795  
 208  	12.1408   	-18.497131  
 209  	12.1994   	-18.483091  
 210  	12.2581   	-18.486448  
 211  	12.3167   	-18.570129  
 212  	12.3754   	-18.535337  
 213  	12.4340   	-18.488157  
 214  	12.4927   	-18.446045  
 215  	12.5513   	-18.445496  
 216  	12.6100   	-18.415159  
 217  	12.6686   	-18.344419  
 218  	12.7273   	-18.260742  
 219  	12.7859   	-18.271971  
 220  	12.8446   	-18.159666  
 221  	12.9032   	-18.237730  
 222  	12.9619   	-18.166382  
 223  	13.0205   	-18.100708  
 224  	13.0792   	-18.101807  
 225  	13.1378   	-18.088318  
 226  	13.1965   	-18.106873  
 227  	13.2551   	-18.106873  
 228  	13.3138   	-18.011412  
 229  	13.3724   	-18.007507  
 230  	13.4311   	-17.910339  
 231  	13.4897   	-17.847473  
 232  	13.5484   	-17.842407  
 233  	13.6070   	-17.760435  
 234  	13.6657   	-17.781189  
 235  	13.7243   	-17.778381  
 236  	13.7830   	-17.693604  
 237  	13.8416   	-17.540283  
 238  	13.9003   	-17.407776  
 239  	13.9589   	-17.273010  
 240  	14.0176   	-17.108459  
 241  	14.0762   	-16.738462  
 242  	14.1349   	-16.332458  
 243  	14.1935   	-15.737244  
 244  	14.2522   	-14.967407  
 245  	14.3109   	-13.556273  
 246  	14.3695   	-11.824523  
 247  	14.4282   	-10.025452  
 248  	14.4868   	-8.943358   
 249  	14.5455   	-8.136475   
 250  	14.6041   	-7.235778   
 251  	14.6628   	-5.035706   
 252  	14.7214   	9.693053    
 253  	14.7801   	33.604370   
 254  	14.8387   	52.099300   
 255  	14.8974   	66.124443   
 256  	14.9560   	76.918030   
 257  	15.0147   	84.760803   
 258  	15.0733   	91.246391   
 259  	15.1320   	95.774597   
 260  	15.1906   	98.991516   
 261  	15.2493   	102.073784  
 262  	15.3079   	104.425354  
 263  	15.3666   	106.524956  
 264  	15.4252   	107.677795  
 265  	15.4839   	108.918144  
 266  	15.5425   	109.875542  
 267  	15.6012   	110.635307  
 268  	15.6598   	111.445000  
 269  	15.7185   	112.224915  
 270  	15.7771   	112.799377  
 271  	15.8358   	113.315483  
 272  	15.8944   	113.785950  
 273  	15.9531   	114.168388  
 274  	16.0117   	114.717590  
 275  	16.0704   	115.203911  
 276  	16.1290   	115.608215  
 277  	16.1877   	116.064629  
 278  	16.2463   	116.544731  
 279  	16.3050   	116.822083  
 280  	16.3636   	117.075989  
 281  	16.4223   	117.202332  
 282  	16.4809   	117.424133  
 283  	16.5396   	117.717827  
 284  	16.5982   	117.985039  
 285  	16.6569   	118.260803  
 286  	16.7155   	118.466850  
 287  	16.7742   	118.593803  
 288  	16.8328   	118.676811  
 289  	16.8915   	118.835266  
 290  	16.9501   	119.007622  
 291  	17.0088   	119.186699  
 292  	17.0674   	119.362480  
 293  	17.1261   	119.502869  
 294  	17.1848   	119.593315  
 295  	17.2434   	119.695488  
 296  	17.3021   	119.623589  
 297  	17.3607   	119.507378  
 298  	17.4194   	119.359184  
 299  	17.4780   	119.235039  
 300  	17.5367   	119.135559  
 301  	17.5953   	119.091240  
 302  	17.6540   	119.070488  
 303  	17.7126   	119.188416  
 304  	17.7713   	119.113708  
 305  	17.8299   	119.226013  
 306  	17.8886   	119.395073  
 307  	17.9472   	119.417534  
 308  	18.0059   	119.519096  
 309  	18.0645   	119.751640  
 310  	18.1232   	119.875786  
 311  	18.1818   	120.005913  
 312  	18.2405   	120.150322  
 313  	18.2991   	120.119926  
 314  	18.3578   	120.165459  
 315  	18.4164   	120.143608  
 316  	18.4751   	120.271538  
 317  	18.5337   	120.343437  
 318  	18.5924   	120.477600  
 319  	18.6510   	120.657280  
 320  	18.7097   	120.737114  
 321  	18.7683   	120.843803  
 322  	18.8270   	120.934135  
 323  	18.8856   	120.990898  
 324  	18.9443   	120.968437  
 325  	19.0029   	120.995903  
 326  	19.0616   	121.000420  
 327  	19.1202   	121.059387  
 328  	19.1789   	121.056580  
 329  	19.2375   	121.103203  
 330  	19.2962   	121.035210  
 331  	19.3548   	121.004448  
 332  	19.4135   	120.939758  
 333  	19.4721   	120.958305  
 334  	19.5308   	120.898735  
 335  	19.5894   	120.883606  
 336  	19.6481   	120.822441  
 337  	19.7067   	120.818535  
 338  	19.7654   	120.791069  
 339  	19.8240   	120.695000  
 340  	19.8827   	120.708427  
 341  	19.9413   	120.598938  
 342  	20.0000   	120.662903  
 343  	20.0587   	120.622009  
 344  	20.1173   	120.651665  
 345  	20.1760   	120.742737  
 346  	20.2346   	120.753960  
 347  	20.2933   	120.853821  
 348  	20.3519   	120.673149  
 349  	20.4106   	120.550110  
 350  	20.4692   	120.456841  
 351  	20.5279   	120.399590  
 352  	20.5865   	120.385063  
 353  	20.6452   	120.528740  
 354  	20.7038   	120.543999  
 355  	20.7625   	120.573662  
 356  	20.8211   	120.538872  
 357  	20.8798   	120.501274  
 358  	20.9384   	120.377129  
 359  	20.9971   	120.264832  
 360  	21.0557   	120.176086  
 361  	21.1144   	120.100883  
 362  	21.1730   	119.935844  
 363  	21.2317   	119.768486  
 364  	21.2903   	119.559013  
 365  	21.3490   	119.440491  
 366  	21.4076   	119.285583  
 367  	21.4663   	119.213684  
 368  	21.5249   	119.114799  
 369  	21.5836   	118.997490  
 370  	21.6422   	118.834045  
 371  	21.7009   	118.624565  
 372  	21.7595   	118.483704  
 373  	21.8182   	118.363579  
 374  	21.8768   	118.152885  
 375  	21.9355   	118.054741  
 376  	21.9941   	117.917656  
 377  	22.0528   	117.716125  
 378  	22.1114   	117.565002  
 379  	22.1701   	117.390923  
 380  	22.2287   	117.295471  
 381  	22.2874   	117.201225  
 382  	22.3460   	117.000175  
 383  	22.4047   	116.922661  
 384  	22.4633   	116.926079  
 385  	22.5220   	116.832329  
 386  	22.5806   	116.813782  
 387  	22.6393   	116.614319  
 388  	22.6979   	116.591362  
 389  	22.7566   	116.510551  
 390  	22.8152   	116.426323  
 391  	22.8739   	116.469543  
 392  	22.9326   	116.555473  
 393  	22.9912   	116.590881  
 394  	23.0499   	116.711487  
 395  	23.1085   	116.823784  
 396  	23.1672   	116.798035  
 397  	23.2258   	116.837334  
 398  	23.2845   	116.788994  
 399  	23.3431   	116.838921  
 400  	23.4018   	116.736267  
 401  	23.4604   	116.759819  
 402  	23.5191   	116.681206  
 403  	23.5777   	116.699768  
 404  	23.6364   	116.721008  
 405  	23.6950   	116.813782  
 406  	23.7537   	116.916557  
 407  	23.8123   	117.015930  
 408  	23.8710   	117.236633  
 409  	23.9296   	117.334778  
 410  	23.9883   	117.309013  
 411  	24.0469   	117.336479  
 412  	24.1056   	117.352844  
 413  	24.1642   	117.309013  
 414  	24.2229   	117.234917  
 415  	24.2815   	117.200615  
 416  	24.3402   	117.156303  
 417  	24.3988   	117.098442  
 418  	24.4575   	117.048393  
 419  	24.5161   	116.901917  
 420  	24.5748   	116.772148  
 421  	24.6334   	116.552551  
 422  	24.6921   	116.437561  
 423  	24.7507   	116.450500  
 424  	24.8094   	116.445366  
 425  	24.8680   	116.408257  
 426  	24.9267   	116.416801  
 427  	24.9853   	116.285332  
 428  	25.0440   	115.998352  
 429  	25.1026   	115.746887  
 430  	25.1613   	115.371758  
 431  	25.2199   	115.053284  
 432  	25.2786   	114.638359  
 433  	25.3372   	114.139709  
 434  	25.3959   	113.580498  
 435  	25.4545   	112.802788  
 436  	25.5132   	111.949768  
 437  	25.5718   	111.061462  
 438  	25.6305   	110.099663  
 439  	25.6891   	109.219658  
 440  	25.7478   	108.370659  
 441  	25.8065   	107.422783  
 442  	25.8651   	106.446342  
 443  	25.9238   	105.376038  
 444  	25.9824   	104.330498  
 445  	26.0411   	103.221008  
 446  	26.0997   	102.171448  
 447  	26.1584   	101.230896  
 448  	26.2170   	100.397514  
 449  	26.2757   	99.556450   
 450  	26.3343   	98.760796   
 451  	26.3930   	97.857849   
 452  	26.4516   	96.926331   
 453  	26.5103   	95.831848   
 454  	26.5689   	94.699768   
 455  	26.6276   	93.445854   
 456  	26.6862   	91.948914   
 457  	26.7449   	90.469299   
 458  	26.8035   	89.043030   
 459  	26.8622   	87.586975   
 460  	26.9208   	86.009094   
 461  	26.9795   	84.548645   
 462  	27.0381   	82.995911   
 463  	27.0968   	81.442200   
 464  	27.1554   	79.858704   
 465  	27.2141   	78.312805   
 466  	27.2727   	76.755180   
 467  	27.3314   	75.321594   
 468  	27.3900   	73.899231   
 469  	27.4487   	72.497131   
 470  	27.5073   	71.167542   
 471  	27.5660   	69.725525   
 472  	27.6246   	68.263847   
 473  	27.6833   	66.747742   
 474  	27.7419   	65.196831   
 475  	27.8006   	63.450989   
 476  	27.8592   	61.517147   
 477  	27.9179   	59.542294   
 478  	27.9765   	57.505676   
 479  	28.0352   	55.517269   
 480  	28.0938   	53.759701   
 481  	28.1525   	51.849422   
 482  	28.2111   	49.884583   
 483  	28.2698   	47.890686   
 484  	28.3284   	45.834900   
 485  	28.3871   	43.651180   
 486  	28.4457   	41.519104   
 487  	28.5044   	39.206726   
 488  	28.5630   	37.227840   
 489  	28.6217   	35.135071   
 490  	28.6804   	32.939514   
 491  	28.7390   	31.133667   
 492  	28.7977   	29.551878   
 493  	28.8563   	28.060484   
 494  	28.9150   	26.669556   
 495  	28.9736   	25.386475   
 496  	29.0323   	24.026489   
 497  	29.0909   	22.766417   
 498  	29.1496   	21.510864   
 499  	29.2082   	20.245726   
 500  	29.2669   	19.105833   
 501  	29.3255   	17.944641   
 502  	29.3842   	16.890076   
 503  	29.4428   	15.780518   
 504  	29.5015   	14.619262   
 505  	29.5601   	13.550109   
 506  	29.6188   	12.418639   
 507  	29.6774   	11.350647   
