
      	X(nS)     	Ch1(mV)      
 193  	11.2610   	121.083061  
 194  	11.3196   	121.164970  
 195  	11.3783   	121.166077  
 196  	11.4370   	121.290825  
 197  	11.4956   	121.287895  
 198  	11.5543   	121.193054  
 199  	11.6129   	121.074516  
 200  	11.6716   	120.934746  
 201  	11.7302   	120.859428  
 202  	11.7889   	120.803276  
 203  	11.8475   	120.835381  
 204  	11.9062   	120.943176  
 205  	11.9648   	120.928520  
 206  	12.0235   	120.918999  
 207  	12.0821   	120.956596  
 208  	12.1408   	120.825249  
 209  	12.1994   	120.695610  
 210  	12.2581   	120.539978  
 211  	12.3167   	120.431091  
 212  	12.3754   	120.237358  
 213  	12.4340   	120.054871  
 214  	12.4927   	119.820129  
 215  	12.5513   	119.668999  
 216  	12.6100   	119.598930  
 217  	12.6686   	119.466850  
 218  	12.7273   	119.355156  
 219  	12.7859   	119.290100  
 220  	12.8446   	119.185112  
 221  	12.9032   	119.134583  
 222  	12.9619   	118.851494  
 223  	13.0205   	118.633598  
 224  	13.0792   	118.377495  
 225  	13.1378   	118.284355  
 226  	13.1965   	118.120903  
 227  	13.2551   	117.994080  
 228  	13.3138   	117.719543  
 229  	13.3724   	117.475151  
 230  	13.4311   	117.302299  
 231  	13.4897   	117.136040  
 232  	13.5484   	117.072571  
 233  	13.6070   	117.029846  
 234  	13.6657   	116.997864  
 235  	13.7243   	116.871635  
 236  	13.7830   	116.847961  
 237  	13.8416   	116.750298  
 238  	13.9003   	116.607109  
 239  	13.9589   	116.546440  
 240  	14.0176   	116.567192  
 241  	14.0762   	116.553772  
 242  	14.1349   	116.697571  
 243  	14.1935   	116.873222  
 244  	14.2522   	116.888969  
 245  	14.3109   	117.090637  
 246  	14.3695   	117.142143  
 247  	14.4282   	117.284843  
 248  	14.4868   	117.203918  
 249  	14.5455   	117.090637  
 250  	14.6041   	117.016411  
 251  	14.6628   	117.046684  
 252  	14.7214   	116.939995  
 253  	14.7801   	116.899101  
 254  	14.8387   	116.866028  
 255  	14.8974   	116.871025  
 256  	14.9560   	116.941216  
 257  	15.0147   	117.100159  
 258  	15.0733   	117.250053  
 259  	15.1320   	117.408379  
